Entry ID,Pad. #0,EU message ID,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.,Item #0 ID,[Item #0 name],Item #1 ID,[Item #1 name],Item #2 ID,[Item #2 name],Item #3 ID,[Item #3 name],Item #4 ID,[Item #4 name],Item #5 ID,[Item #5 name],Item #6 ID,[Item #6 name],Item #7 ID,[Item #7 name],Item #8 ID,[Item #8 name],Item #9 ID,[Item #9 name],Item #10 ID,[Item #10 name],Item #11 ID,[Item #11 name],Item #12 ID,[Item #12 name],Item #13 ID,[Item #13 name],Item #14 ID,[Item #14 name],Item #15 ID,[Item #15 name],Item #16 ID,[Item #16 name],Item #17 ID,[Item #17 name],Item #18 ID,[Item #18 name],Item #19 ID,[Item #19 name],Item #20 ID,[Item #20 name],Item #21 ID,[Item #21 name],Item #22 ID,[Item #22 name],Item #23 ID,[Item #23 name],Item #24 ID,[Item #24 name],Item #25 ID,[Item #25 name],Item #26 ID,[Item #26 name],Item #27 ID,[Item #27 name],Item #28 ID,[Item #28 name],Item #29 ID,[Item #29 name],Item #30 ID,[Item #30 name],Item #31 ID,[Item #31 name],Item #32 ID,[Item #32 name],Item #33 ID,[Item #33 name],Item #34 ID,[Item #34 name],Item #35 ID,[Item #35 name],Item #36 ID,[Item #36 name],Item #37 ID,[Item #37 name],Item #38 ID,[Item #38 name],Item #39 ID,[Item #39 name],Item #40 ID,[Item #40 name],Item #41 ID,[Item #41 name],Item #42 ID,[Item #42 name],Item #43 ID,[Item #43 name],Item #44 ID,[Item #44 name],Item #45 ID,[Item #45 name],Item #46 ID,[Item #46 name],Item #47 ID,[Item #47 name]
10,0,2352269632,56583,15,Roscoes Waffen,56363,16,Armas de Roscoe,56449,16,Armes de Roscoe,55853,17,Roscoe's Weapons,99,Ixa'takan Armor,100,Naval Uniform,161,Prophet's Sand,163,Moondust Ring,169,Thryllak's Scale,171,Burocca's Shell,18,Scout Wing,53,Beak Hand,91,Elastamor,92,Raincoat,172,Crylhound's Claw,174,Thief's Aura,2,Sky Cutlass,49,Hook Hand,88,Sailor Uniform,89,Mystic Dress,160,Gemstone Ring,168,Throkryn's Scale,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
11,0,2352269632,56598,15,Roscoes Waffen,56379,16,Armas de Roscoe,56465,16,Armes de Roscoe,55870,17,Roscoe's Weapons,31,Flutter Blade,51,Mining Arm,67,Valuan Pistol,113,Vengeance Armor,114,Swift Dress,196,Blue Rogue Patch,99,Ixa'takan Armor,100,Naval Uniform,161,Prophet's Sand,163,Moondust Ring,169,Thryllak's Scale,171,Burocca's Shell,18,Scout Wing,53,Beak Hand,91,Elastamor,92,Raincoat,172,Crylhound's Claw,174,Thief's Aura,2,Sky Cutlass,49,Hook Hand,88,Sailor Uniform,89,Mystic Dress,160,Gemstone Ring,168,Throkryn's Scale,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
12,0,2352269652,56613,14,Zauberhändler,56395,16,Mercader Enigma,56481,17,Marchand Étrange,55887,17,Mystery Merchant,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
13,0,2352269672,56627,16,Waffenverteiler,56411,16,Agente de Armas,56498,9,Armurier,55904,17,Arms Distributor,23,Valuarang,49,Hook Hand,90,Valuan Armor,164,Lover's Ring,195,Mage's Bane,207,Gem of Purity,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
14,0,2352269692,56643,17,Objekteverteiler,56427,15,Agente Objetos,56507,16,Vendeuse objets,55921,17,Item Distributor,240,Sacri Crystal,241,Sacres Crystal,244,Magic Droplet,249,Curia Crystal,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
15,0,2352269712,56660,15,Quemals Waffen,56442,16,Armas de Quemal,56523,16,Armes de Quemal,55938,17,Quemal's Weapons,7,Nasr Cutlass,93,Nasrean Mail,94,Ceramic Armor,95,Agile Robe,191,Nomadic Veil,193,Sand Storm Ring,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
16,0,2352269732,56675,12,Valas Laden,56458,16,Tienda de Valua,56539,16,Magasin de Vala,55955,17,Vala's Item Shop,240,Sacri Crystal,241,Sacres Crystal,244,Magic Droplet,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
17,0,2352269752,56687,17,Daks Schiffteile,56474,14,Repuestos Dak,56555,16,"Dak, l'armateur",55972,17,Dak's Ship Parts,402,Heavy Cannon,410,"3"" Cannon",420,Light Torpedo,440,Rogue Figure,451,Turbo Kit,461,Steel Deck,481,Big Bomb,484,Pyro Bomb,490,Repair Kit,491,Deluxe Kit,497,Apa Wax,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
18,0,2352269652,56704,14,Zauberhändler,56488,16,Mercader Enigma,56571,17,Marchand Étrange,55989,17,Mystery Merchant,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
19,0,2352269772,56718,17,Pucks Kriegladen,56504,15,Tienda de Puck,56588,15,Puck Artilleur,56006,16,Puck's War Shop,9,Hunter's Sword,22,Hunting Arc,96,Miner's Overalls,97,Fiber Robe,98,Golden Armor,175,Quetya Feather,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
20,0,2352269788,56735,15,Kiskis Objekte,56519,17,Objetos de Kiski,56603,15,Bazar de Kiski,56022,14,Kiski's Items,241,Sacres Crystal,242,Sacrum Crystal,244,Magic Droplet,249,Curia Crystal,250,Risan Crystal,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
21,0,2352269804,56750,14,Khazims Laden,56536,17,Tienda de Khazim,56618,16,Boutique Khazim,56036,15,Khazim's Store,408,Ancient Cannon,436,Wevl Cannon,428,Arcwhale Torpedo,447,Goddess Figure,454,Air Intake,477,Chandelier,483,Shredder Bomb,493,Complete Kit,502,Rudder Grease,503,Machine Oil,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
22,0,2352269820,56764,17,Ryu-kan Schmiede,56553,17,Forja de Ryu-kan,56634,17,Forge de Ryu-kan,56051,16,Ryu-kan's Forge,12,Windslicer,110,Captain's Cloak,111,Blessed Robe,112,Insulated Mail,192,Radiant Fur,194,Skull Cap,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
23,0,2352269820,56781,17,Ryu-kan Schmiede,56570,17,Forja de Ryu-kan,56651,17,Forge de Ryu-kan,56067,16,Ryu-kan's Forge,15,Soul Sword,28,Moon Wing,52,Dragon Arm,59,Stoneblade,70,Gilder Special,115,Gaia Cape,116,Robe of Faith,117,Plated Armor,118,Robe of Truth,203,Crescent Amulet,206,Critical Vision,208,Shard of Purity,12,Windslicer,110,Captain's Cloak,111,Blessed Robe,112,Insulated Mail,192,Radiant Fur,194,Skull Cap,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
24,0,2352269836,56798,13,Osmans Laden,56587,16,Tienda de Osman,56668,17,Boutique d'Osman,56083,14,Osman's Store,267,Pyri Box,269,Crystales Box,271,Wevles Box,273,Electri Box,275,Sacri Box,278,Sylenis Box,279,Panika Box,281,Slipara Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
25,0,2352269836,56811,13,Osmans Laden,56603,16,Tienda de Osman,56685,17,Boutique d'Osman,56097,14,Osman's Store,267,Pyri Box,268,Pyrum Box,269,Crystales Box,270,Crystalen Box,271,Wevles Box,272,Wevlen Box,273,Electri Box,274,Electrum Box,275,Sacri Box,276,Sacrum Box,278,Sylenis Box,279,Panika Box,280,Driln Box,281,Slipara Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
26,0,2352269852,56824,16,Ilchymis' Labor,56619,17,Lab. de Ilchymis,56702,16,Labo d'Ilchymis,56111,14,Ilchymis' Lab,240,Sacri Crystal,241,Sacres Crystal,242,Sacrum Crystal,243,Sacrulen Crystal,244,Magic Droplet,245,Magic Dew,249,Curia Crystal,250,Risan Crystal,251,Riselem Crystal,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
27,0,2352269852,56840,16,Ilchymis' Labor,56636,17,Lab. de Ilchymis,56718,16,Labo d'Ilchymis,56125,14,Ilchymis' Lab,240,Sacri Crystal,241,Sacres Crystal,242,Sacrum Crystal,243,Sacrulen Crystal,244,Magic Droplet,245,Magic Dew,249,Curia Crystal,250,Risan Crystal,251,Riselem Crystal,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,260,Paranta Seed,261,Icyl Seed,262,Zaal Seed,264,Sylph Seed,265,Vidal Seed,266,Magus Seed,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
28,0,2352269868,56856,14,Alazs' Waffen,56653,14,Armas de Alaz,56734,13,Armes d'Alaz,56139,15,Alaz's Weapons,6,Iron-cutter,65,Nasr Pistol,101,Nasr Uniform,102,Caravan Armor,103,Holy Robe,219,Immunity Ring,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
29,0,2352269884,56870,15,Karahs Objekte,56667,17,Objetos de Karah,56747,15,Bazar de Karah,56154,14,Karah's Items,241,Sacres Crystal,242,Sacrum Crystal,244,Magic Droplet,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
30,0,2352269900,56885,17,Rals Schiffteile,56684,14,Repuestos Ral,56762,16,"Ral, l'armateur",56168,17,Ral's Ship Parts,406,Advanced Cannon,416,"10"" Cannon Coil",424,Valuan Torpedo,442,Pyrynn Figure,463,Compound Deck,471,Enhanced Kitchen,491,Deluxe Kit,494,Gear Grease,497,Apa Wax,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
31,0,2352269920,56902,14,Bazras Waffen,56698,15,Armas de Bazra,56778,15,Armes de Bazra,56185,16,Bazra's Weapons,197,Assassin Ring,198,Stealth Ring,199,Dhabu Hide,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
32,0,2352269920,56916,15,Bazras Objekte,56713,17,Objetos de Bazra,56793,15,Bazar de Bazra,56201,16,Bazra's Weapons,240,Sacri Crystal,245,Magic Dew,249,Curia Crystal,290,Chom,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
33,0,2352269652,56931,14,Zauberhändler,56730,16,Mercader Enigma,56808,17,Marchand Étrange,56217,17,Mystery Merchant,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
